gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
Potri.010G144700.v4.1	Potri.010G144700.1.v4.1	1644.00	1474.92	0.00	0.00	0.00
Potri.010G144900.v4.1	Potri.010G144900.2.v4.1	831.00	661.92	18.00	2.66	2.07
Potri.010G145000.v4.1	Potri.010G145000.1.v4.1	2386.00	2216.92	866.00	38.27	29.71
Potri.010G145150.v4.1	Potri.010G145150.1.v4.1,Potri.010G145150.2.v4.1	3861.10	3692.03	96.00	2.55	1.98
Potri.010G145400.v4.1	Potri.010G145400.1.v4.1	1329.00	1159.92	0.00	0.00	0.00
Potri.010G145501.v4.1	Potri.010G145501.1.v4.1	312.00	144.12	0.00	0.00	0.00
Potri.010G145600.v4.1	Potri.010G145600.1.v4.1	2577.00	2407.92	0.00	0.00	0.00
Potri.010G145700.v4.1	Potri.010G145700.1.v4.1,Potri.010G145700.2.v4.1	1603.32	1434.25	125.71	8.59	6.67
Potri.010G145766.v4.1	Potri.010G145766.1.v4.1	2647.00	2477.92	0.00	0.00	0.00
Potri.010G145832.v4.1	Potri.010G145832.1.v4.1	3379.00	3209.92	16.29	0.50	0.39
Potri.010G145900.v4.1	Potri.010G145900.2.v4.1	4505.00	4335.92	477.00	10.78	8.37
Potri.010G146000.v4.1	Potri.010G146000.1.v4.1	3083.00	2913.92	437.00	14.69	11.41
Potri.010G146100.v4.1	Potri.010G146100.1.v4.1	757.00	587.93	271.00	45.16	35.06
Potri.010G146200.v4.1	Potri.010G146200.10.v4.1,Potri.010G146200.9.v4.1	1545.15	1376.08	18.00	1.28	0.99
Potri.010G146301.v4.1	Potri.010G146301.1.v4.1	563.00	393.94	0.00	0.00	0.00
Potri.010G146400.v4.1	Potri.010G146400.2.v4.1	1170.00	1000.92	261.00	25.55	19.83
Potri.010G146500.v4.1	Potri.010G146500.1.v4.1	1576.00	1406.92	6.00	0.42	0.32
Potri.010G146700.v4.1	Potri.010G146700.1.v4.1,Potri.010G146700.5.v4.1	1830.20	1661.13	56.00	3.30	2.56
Potri.010G146800.v4.1	Potri.010G146800.1.v4.1	2896.00	2726.92	482.00	17.32	13.44
Potri.010G146900.v4.1	Potri.010G146900.1.v4.1	841.00	671.92	429.00	62.55	48.56
Potri.010G147050.v4.1	Potri.010G147050.1.v4.1	564.00	394.94	0.00	0.00	0.00
Potri.010G147200.v4.1	Potri.010G147200.2.v4.1	678.00	508.93	4.00	0.77	0.60
Potri.010G147301.v4.1	Potri.010G147301.1.v4.1	516.00	346.95	7.00	1.98	1.53
Potri.010G147400.v4.1	Potri.010G147400.1.v4.1,Potri.010G147400.2.v4.1	1519.14	1350.07	1644.00	119.31	92.62
Potri.010G147600.v4.1	Potri.010G147600.1.v4.1,Potri.010G147600.2.v4.1	1063.00	893.92	103.00	11.29	8.76
Potri.010G147700.v4.1	Potri.010G147700.1.v4.1	1463.00	1293.92	53.00	4.01	3.12
Potri.010G147900.v4.1	Potri.010G147900.2.v4.1,Potri.010G147900.3.v4.1	2996.46	2827.39	982.00	34.03	26.42
Potri.010G148000.v4.1	Potri.010G148000.1.v4.1	2109.00	1939.92	121.00	6.11	4.74
Potri.010G148100.v4.1	Potri.010G148100.1.v4.1	1871.00	1701.92	515.00	29.65	23.02
Potri.010G148200.v4.1	Potri.010G148200.13.v4.1,Potri.010G148200.8.v4.1	1780.02	1610.95	116.00	7.06	5.48
Potri.010G148300.v4.1	Potri.010G148300.1.v4.1	524.00	354.95	4.00	1.10	0.86
Potri.010G148400.v4.1	Potri.010G148400.3.v4.1,Potri.010G148400.4.v4.1	1227.94	1058.87	757.00	70.05	54.38
Potri.010G148450.v4.1	Potri.010G148450.2.v4.1,Potri.010G148450.3.v4.1	983.00	813.92	1.00	0.12	0.09
Potri.010G148500.v4.1	Potri.010G148500.3.v4.1,Potri.010G148500.4.v4.1,Potri.010G148500.5.v4.1	2481.41	2312.33	98.00	4.15	3.22
Potri.010G148600.v4.1	Potri.010G148600.2.v4.1	875.00	705.92	136.00	18.88	14.65
Potri.010G148700.v4.1	Potri.010G148700.1.v4.1	3346.00	3176.92	37.00	1.14	0.89
Potri.010G148900.v4.1	Potri.010G148900.2.v4.1,Potri.010G148900.3.v4.1	3133.00	2963.92	911.00	30.11	23.38
Potri.010G149000.v4.1	Potri.010G149000.3.v4.1	2496.00	2326.92	211.00	8.88	6.90
Potri.010G149100.v4.1	Potri.010G149100.2.v4.1	992.00	822.92	10.00	1.19	0.92
Potri.010G149301.v4.1	Potri.010G149301.1.v4.1	309.00	141.19	1.00	0.69	0.54
Potri.010G149400.v4.1	Potri.010G149400.2.v4.1,Potri.010G149400.4.v4.1	2071.20	1902.13	143.00	7.37	5.72
Potri.010G149500.v4.1	Potri.010G149500.1.v4.1	2796.00	2626.92	1392.00	51.92	40.30
Potri.010G149600.v4.1	Potri.010G149600.1.v4.1	171.00	21.65	1.00	4.53	3.51
Potri.010G149650.v4.1	Potri.010G149650.1.v4.1	842.00	672.92	4.00	0.58	0.45
Potri.010G149700.v4.1	Potri.010G149700.4.v4.1	1413.00	1243.92	96.00	7.56	5.87
Potri.010G149800.v4.1	Potri.010G149800.2.v4.1	643.00	473.93	63.00	13.02	10.11
Potri.010G149900.v4.1	Potri.010G149900.1.v4.1	1293.00	1123.92	51.00	4.45	3.45
Potri.010G150000.v4.1	Potri.010G150000.2.v4.1,Potri.010G150000.6.v4.1	3844.78	3675.70	521.00	13.89	10.78
Potri.010G150300.v4.1	Potri.010G150300.1.v4.1	1683.00	1513.92	821.00	53.13	41.25
Potri.010G150400.v4.1	Potri.010G150400.1.v4.1	1383.00	1213.92	45.00	3.63	2.82
Potri.010G150500.v4.1	Potri.010G150500.1.v4.1	327.00	158.81	63.00	38.87	30.17
Potri.010G150601.v4.1	Potri.010G150601.1.v4.1	231.00	67.95	2.00	2.88	2.24
Potri.010G150700.v4.1	Potri.010G150700.1.v4.1	760.00	590.93	5539.00	918.38	712.95
Potri.010G150750.v4.1	Potri.010G150750.1.v4.1,Potri.010G150750.2.v4.1,Potri.010G150750.3.v4.1	577.24	408.50	8.00	1.92	1.49
Potri.010G150800.v4.1	Potri.010G150800.1.v4.1	733.00	563.93	8113.00	1409.55	1094.26
Potri.010G150900.v4.1	Potri.010G150900.1.v4.1	780.00	610.93	875.00	140.33	108.94
Potri.010G151000.v4.1	Potri.010G151000.1.v4.1	321.00	152.92	1298.00	831.61	645.59
Potri.010G151200.v4.1	Potri.010G151200.3.v4.1	722.00	552.93	14.00	2.48	1.93
Potri.010G151300.v4.1	Potri.010G151300.1.v4.1,Potri.010G151300.2.v4.1,Potri.010G151300.3.v4.1,Potri.010G151300.6.v4.1	1577.06	1407.99	1394.00	97.00	75.31
Potri.010G151400.v4.1	Potri.010G151400.1.v4.1	1476.00	1306.92	12.00	0.90	0.70
Potri.010G151500.v4.1	Potri.010G151500.1.v4.1	1856.00	1686.92	97.00	5.63	4.37
Potri.010G151600.v4.1	Potri.010G151600.1.v4.1,Potri.010G151600.4.v4.1,Potri.010G151600.5.v4.1,Potri.010G151600.6.v4.1,Potri.010G151600.7.v4.1,Potri.010G151600.8.v4.1	2759.00	2589.93	326.00	12.33	9.57
Potri.010G151700.v4.1	Potri.010G151700.1.v4.1	682.00	512.93	1680.00	320.90	249.12
Potri.010G152000.v4.1	Potri.010G152000.1.v4.1	1890.00	1720.92	0.00	0.00	0.00
Potri.010G152100.v4.1	Potri.010G152100.3.v4.1	874.00	704.92	155.00	21.54	16.72
Potri.010G152200.v4.1	Potri.010G152200.12.v4.1,Potri.010G152200.13.v4.1,Potri.010G152200.14.v4.1,Potri.010G152200.15.v4.1,Potri.010G152200.16.v4.1	2851.13	2682.06	92.00	3.36	2.61
Potri.010G152300.v4.1	Potri.010G152300.1.v4.1,Potri.010G152300.2.v4.1,Potri.010G152300.5.v4.1,Potri.010G152300.6.v4.1,Potri.010G152300.7.v4.1	2758.32	2589.25	672.00	25.43	19.74
Potri.010G152400.v4.1	Potri.010G152400.4.v4.1,Potri.010G152400.5.v4.1	4207.07	4038.00	1126.00	27.32	21.21
Potri.010G152501.v4.1	Potri.010G152501.1.v4.1,Potri.010G152501.2.v4.1	489.50	320.90	0.00	0.00	0.00
Potri.010G152600.v4.1	Potri.010G152600.1.v4.1,Potri.010G152600.4.v4.1	1056.61	887.53	496.00	54.75	42.51
Potri.010G152700.v4.1	Potri.010G152700.1.v4.1,Potri.010G152700.7.v4.1,Potri.010G152700.8.v4.1	3533.11	3364.03	252.00	7.34	5.70
Potri.010G152900.v4.1	Potri.010G152900.1.v4.1	1177.00	1007.92	1.00	0.10	0.08
Potri.010G153000.v4.1	Potri.010G153000.2.v4.1	4950.00	4780.92	9.00	0.18	0.14
Potri.010G153100.v4.1	Potri.010G153100.1.v4.1,Potri.010G153100.3.v4.1,Potri.010G153100.6.v4.1,Potri.010G153100.7.v4.1	3744.41	3575.33	332.00	9.10	7.06
Potri.010G153200.v4.1	Potri.010G153200.1.v4.1	1089.00	919.92	15.00	1.60	1.24
Potri.010G153300.v4.1	Potri.010G153300.1.v4.1	5366.00	5196.92	449.00	8.46	6.57
Potri.010G153400.v4.1	Potri.010G153400.1.v4.1	712.00	542.93	40.00	7.22	5.60
Potri.010G153500.v4.1	Potri.010G153500.2.v4.1	1728.00	1558.92	1130.00	71.02	55.13
Potri.010G153700.v4.1	Potri.010G153700.1.v4.1,Potri.010G153700.2.v4.1	4654.00	4484.92	229.00	5.00	3.88
Potri.010G153800.v4.1	Potri.010G153800.4.v4.1	4779.00	4609.92	0.00	0.00	0.00
Potri.010G153900.v4.1	Potri.010G153900.3.v4.1	2001.00	1831.92	1032.00	55.19	42.85
Potri.010G154000.v4.1	Potri.010G154000.1.v4.1,Potri.010G154000.2.v4.1,Potri.010G154000.4.v4.1,Potri.010G154000.5.v4.1,Potri.010G154000.6.v4.1	3919.94	3750.86	1302.00	34.01	26.40
Potri.010G154100.v4.1	Potri.010G154100.1.v4.1,Potri.010G154100.5.v4.1	1448.00	1278.92	0.00	0.00	0.00
Potri.010G154200.v4.1	Potri.010G154200.1.v4.1	1404.00	1234.92	27.00	2.14	1.66
Potri.010G154250.v4.1	Potri.010G154250.1.v4.1	351.00	182.48	0.00	0.00	0.00
Potri.010G154300.v4.1	Potri.010G154300.2.v4.1,Potri.010G154300.4.v4.1	2514.38	2345.30	6.00	0.25	0.19
Potri.010G154350.v4.1	Potri.010G154350.1.v4.1	1110.00	940.92	0.00	0.00	0.00
Potri.010G154400.v4.1	Potri.010G154400.1.v4.1	1089.00	919.92	0.00	0.00	0.00
Potri.010G154500.v4.1	Potri.010G154500.1.v4.1	1412.00	1242.92	0.00	0.00	0.00
Potri.010G154601.v4.1	Potri.010G154601.1.v4.1	660.00	490.93	0.00	0.00	0.00
Potri.010G154700.v4.1	Potri.010G154700.1.v4.1,Potri.010G154700.2.v4.1	1826.48	1657.40	264.66	15.65	12.15
Potri.010G154866.v4.1	Potri.010G154866.1.v4.1	1184.00	1014.92	2.00	0.19	0.15
Potri.010G154932.v4.1	Potri.010G154932.1.v4.1	1682.00	1512.92	0.00	0.00	0.00
Potri.010G155000.v4.1	Potri.010G155000.1.v4.1,Potri.010G155000.2.v4.1,Potri.010G155000.3.v4.1	1115.00	945.92	1.31	0.14	0.11
Potri.010G155150.v4.1	Potri.010G155150.1.v4.1	3340.00	3170.92	14.00	0.43	0.34
Potri.010G155300.v4.1	Potri.010G155300.2.v4.1	1643.00	1473.92	18.14	1.21	0.94
Potri.010G155400.v4.1	Potri.010G155400.1.v4.1	1608.00	1438.92	291.16	19.82	15.39
Potri.010G155600.v4.1	Potri.010G155600.1.v4.1,Potri.010G155600.2.v4.1,Potri.010G155600.4.v4.1	3276.42	3107.34	466.64	14.71	11.42
Potri.010G155701.v4.1	Potri.010G155701.1.v4.1	540.00	370.94	0.00	0.00	0.00
Potri.010G155800.v4.1	Potri.010G155800.3.v4.1	1868.00	1698.92	0.00	0.00	0.00
Potri.010G156001.v4.1	Potri.010G156001.1.v4.1	1605.00	1435.92	0.00	0.00	0.00
Potri.010G156200.v4.1	Potri.010G156200.3.v4.1	1707.00	1537.92	0.00	0.00	0.00
Potri.010G156300.v4.1	Potri.010G156300.3.v4.1	1334.00	1164.92	57.32	4.82	3.74
Potri.010G156500.v4.1	Potri.010G156500.2.v4.1	759.00	589.93	50.62	8.41	6.53
Potri.010G156600.v4.1	Potri.010G156600.1.v4.1	1633.00	1463.92	31.13	2.08	1.62
Potri.010G156700.v4.1	Potri.010G156700.1.v4.1	1581.00	1411.92	727.00	50.45	39.16
Potri.010G156800.v4.1	Potri.010G156800.3.v4.1	1551.00	1381.92	0.00	0.00	0.00
Potri.010G156900.v4.1	Potri.010G156900.1.v4.1	399.00	230.14	57.00	24.27	18.84
Potri.010G157000.v4.1	Potri.010G157000.2.v4.1	498.00	328.96	0.00	0.00	0.00
Potri.010G157200.v4.1	Potri.010G157200.2.v4.1	1338.00	1168.92	48.13	4.03	3.13
Potri.010G157300.v4.1	Potri.010G157300.1.v4.1	1263.00	1093.92	103.00	9.23	7.16
Potri.010G157400.v4.1	Potri.010G157400.1.v4.1	2862.00	2692.92	461.00	16.77	13.02
Potri.010G157500.v4.1	Potri.010G157500.1.v4.1	1811.00	1641.92	101.00	6.03	4.68
Potri.010G157600.v4.1	Potri.010G157600.5.v4.1,Potri.010G157600.6.v4.1	911.06	741.98	204.00	26.94	20.91
Potri.010G157700.v4.1	Potri.010G157700.2.v4.1,Potri.010G157700.3.v4.1	2631.61	2462.53	59.00	2.35	1.82
Potri.010G157800.v4.1	Potri.010G157800.1.v4.1,Potri.010G157800.2.v4.1	2071.03	1901.96	329.00	16.95	13.16
Potri.010G157900.v4.1	Potri.010G157900.2.v4.1,Potri.010G157900.3.v4.1,Potri.010G157900.5.v4.1,Potri.010G157900.6.v4.1	1584.13	1415.06	65.00	4.50	3.49
Potri.010G158000.v4.1	Potri.010G158000.8.v4.1	2102.00	1932.92	63.00	3.19	2.48
Potri.010G158100.v4.1	Potri.010G158100.2.v4.1	2088.00	1918.92	252.00	12.87	9.99
Potri.010G158250.v4.1	Potri.010G158250.3.v4.1,Potri.010G158250.4.v4.1	2324.00	2154.92	138.00	6.27	4.87
Potri.010G158400.v4.1	Potri.010G158400.1.v4.1,Potri.010G158400.6.v4.1	2134.51	1965.43	112.00	5.58	4.33
Potri.010G158500.v4.1	Potri.010G158500.1.v4.1	1221.00	1051.92	1.00	0.09	0.07
Potri.010G158700.v4.1	Potri.010G158700.8.v4.1	1609.00	1439.92	248.00	16.87	13.10
Potri.010G158800.v4.1	Potri.010G158800.1.v4.1,Potri.010G158800.10.v4.1,Potri.010G158800.11.v4.1,Potri.010G158800.4.v4.1	1318.79	1149.72	224.00	19.09	14.82
Potri.010G158900.v4.1	Potri.010G158900.2.v4.1	645.00	475.93	494.00	101.70	78.95
Potri.010G159100.v4.1	Potri.010G159100.1.v4.1	2506.00	2336.92	373.00	15.64	12.14
Potri.010G159200.v4.1	Potri.010G159200.2.v4.1	1013.00	843.92	49.00	5.69	4.42
Potri.010G159300.v4.1	Potri.010G159300.1.v4.1	1355.00	1185.92	25.00	2.07	1.60
Potri.010G159400.v4.1	Potri.010G159400.3.v4.1	2866.00	2696.92	136.00	4.94	3.84
Potri.010G159600.v4.1	Potri.010G159600.1.v4.1	2704.00	2534.92	8.00	0.31	0.24
Potri.010G159650.v4.1	Potri.010G159650.1.v4.1	917.00	747.92	0.00	0.00	0.00
Potri.010G159700.v4.1	Potri.010G159700.1.v4.1,Potri.010G159700.3.v4.1,Potri.010G159700.4.v4.1	2702.46	2533.39	345.00	13.34	10.36
Potri.010G159800.v4.1	Potri.010G159800.2.v4.1,Potri.010G159800.3.v4.1	2111.03	1941.95	998.00	50.35	39.09
Potri.010G159900.v4.1	Potri.010G159900.1.v4.1	1840.00	1670.92	9.00	0.53	0.41
Potri.010G160100.v4.1	Potri.010G160100.5.v4.1	3506.00	3336.92	390.00	11.45	8.89
Potri.010G160200.v4.1	Potri.010G160200.10.v4.1,Potri.010G160200.9.v4.1	3200.13	3031.06	489.00	15.81	12.27
Potri.010G160350.v4.1	Potri.010G160350.1.v4.1	828.00	658.93	0.00	0.00	0.00
Potri.010G160500.v4.1	Potri.010G160500.1.v4.1,Potri.010G160500.2.v4.1	2799.18	2630.11	1286.00	47.91	37.19
Potri.010G160600.v4.1	Potri.010G160600.2.v4.1	1436.00	1266.92	1.00	0.08	0.06
Potri.010G160700.v4.1	Potri.010G160700.3.v4.1	1410.00	1240.92	254.00	20.05	15.57
Potri.010G160800.v4.1	Potri.010G160800.2.v4.1	1991.00	1821.92	256.00	13.77	10.69
Potri.010G160900.v4.1	Potri.010G160900.1.v4.1,Potri.010G160900.2.v4.1,Potri.010G160900.3.v4.1	1867.59	1698.51	25.92	1.50	1.16
Potri.010G161100.v4.1	Potri.010G161100.3.v4.1	3558.00	3388.92	56.08	1.62	1.26
Potri.010G161200.v4.1	Potri.010G161200.1.v4.1	940.00	770.92	5193.00	659.98	512.35
Potri.010G161250.v4.1	Potri.010G161250.1.v4.1	831.00	661.92	4.00	0.59	0.46
Potri.010G161300.v4.1	Potri.010G161300.7.v4.1	1316.00	1146.92	166.00	14.18	11.01
Potri.010G161400.v4.1	Potri.010G161400.7.v4.1	848.00	678.92	1512.00	218.20	169.39
Potri.010G161500.v4.1	Potri.010G161500.10.v4.1,Potri.010G161500.11.v4.1,Potri.010G161500.12.v4.1,Potri.010G161500.2.v4.1	2346.06	2176.99	295.00	13.28	10.31
Potri.010G161600.v4.1	Potri.010G161600.4.v4.1	1637.00	1467.92	739.00	49.32	38.29
Potri.010G161800.v4.1	Potri.010G161800.1.v4.1,Potri.010G161800.6.v4.1	2793.65	2624.57	39.00	1.46	1.13
Potri.010G161901.v4.1	Potri.010G161901.1.v4.1	1243.00	1073.92	0.00	0.00	0.00
Potri.010G162000.v4.1	Potri.010G162000.2.v4.1,Potri.010G162000.3.v4.1,Potri.010G162000.4.v4.1	3705.78	3536.70	1130.00	31.30	24.30
Potri.010G162100.v4.1	Potri.010G162100.1.v4.1	1727.00	1557.92	0.00	0.00	0.00
Potri.010G162200.v4.1	Potri.010G162200.2.v4.1	1385.00	1215.92	1.00	0.08	0.06
Potri.010G162300.v4.1	Potri.010G162300.1.v4.1	1303.00	1133.92	44.00	3.80	2.95
Potri.010G162400.v4.1	Potri.010G162400.1.v4.1,Potri.010G162400.2.v4.1	601.97	432.91	62.00	14.03	10.89
Potri.010G162500.v4.1	Potri.010G162500.1.v4.1,Potri.010G162500.3.v4.1,Potri.010G162500.4.v4.1,Potri.010G162500.6.v4.1,Potri.010G162500.7.v4.1,Potri.010G162500.8.v4.1	1897.27	1728.19	91.00	5.16	4.01
Potri.010G162600.v4.1	Potri.010G162600.1.v4.1	1183.00	1013.92	343.00	33.14	25.73
Potri.010G162700.v4.1	Potri.010G162700.3.v4.1	1680.00	1510.92	77.00	4.99	3.88
Potri.010G162800.v4.1	Potri.010G162800.1.v4.1	480.00	310.98	376.00	118.46	91.96
Potri.010G162900.v4.1	Potri.010G162900.1.v4.1	1463.00	1293.92	365.00	27.64	21.46
Potri.010G163000.v4.1	Potri.010G163000.1.v4.1,Potri.010G163000.4.v4.1,Potri.010G163000.5.v4.1,Potri.010G163000.6.v4.1	2094.66	1925.59	1338.00	68.08	52.85
Potri.010G163100.v4.1	Potri.010G163100.1.v4.1	2469.00	2299.92	1.00	0.04	0.03
Potri.010G163200.v4.1	Potri.010G163200.1.v4.1	3291.00	3121.92	246.54	7.74	6.01
Potri.010G163300.v4.1	Potri.010G163300.1.v4.1,Potri.010G163300.3.v4.1,Potri.010G163300.4.v4.1	1908.57	1739.49	133.46	7.52	5.84
Potri.010G163400.v4.1	Potri.010G163400.1.v4.1,Potri.010G163400.2.v4.1	1758.91	1589.84	117.00	7.21	5.60
Potri.010G163501.v4.1	Potri.010G163501.1.v4.1	810.00	640.93	0.00	0.00	0.00
Potri.010G163600.v4.1	Potri.010G163600.1.v4.1,Potri.010G163600.3.v4.1,Potri.010G163600.4.v4.1	348.00	179.51	1.00	0.55	0.42
Potri.010G163800.v4.1	Potri.010G163800.1.v4.1,Potri.010G163800.2.v4.1	3793.64	3624.57	102.00	2.76	2.14
Potri.010G164100.v4.1	Potri.010G164100.1.v4.1,Potri.010G164100.4.v4.1,Potri.010G164100.5.v4.1	2791.00	2621.92	773.00	28.89	22.42
Potri.010G164200.v4.1	Potri.010G164200.1.v4.1	1644.00	1474.92	604.00	40.12	31.15
Potri.010G164300.v4.1	Potri.010G164300.1.v4.1,Potri.010G164300.7.v4.1	1055.00	885.92	120.00	13.27	10.30
Potri.010G164400.v4.1	Potri.010G164400.1.v4.1	1417.00	1247.92	663.00	52.05	40.41
Potri.010G164500.v4.1	Potri.010G164500.1.v4.1	1968.00	1798.92	564.00	30.72	23.85
Potri.010G164600.v4.1	Potri.010G164600.1.v4.1	1131.00	961.92	227.00	23.12	17.95
Potri.010G164700.v4.1	Potri.010G164700.2.v4.1	2228.00	2058.92	24.00	1.14	0.89
Potri.010G164900.v4.1	Potri.010G164900.1.v4.1	2747.00	2577.92	0.00	0.00	0.00
Potri.010G165001.v4.1	Potri.010G165001.1.v4.1,Potri.010G165001.2.v4.1	1707.00	1537.92	9.00	0.57	0.45
Potri.010G165100.v4.1	Potri.010G165100.1.v4.1	417.00	248.08	85.00	33.57	26.06
Potri.010G165300.v4.1	Potri.010G165300.1.v4.1	3150.00	2980.92	0.00	0.00	0.00
Potri.010G165400.v4.1	Potri.010G165400.1.v4.1	711.00	541.93	0.00	0.00	0.00
Potri.010G165500.v4.1	Potri.010G165500.2.v4.1	930.00	760.92	285.00	36.70	28.49
Potri.010G165700.v4.1	Potri.010G165700.1.v4.1	1329.00	1159.92	0.00	0.00	0.00
Potri.010G165800.v4.1	Potri.010G165800.1.v4.1,Potri.010G165800.3.v4.1	2916.00	2746.92	5.00	0.18	0.14
Potri.010G165900.v4.1	Potri.010G165900.4.v4.1	1260.00	1090.92	177.00	15.90	12.34
Potri.010G166100.v4.1	Potri.010G166100.2.v4.1,Potri.010G166100.6.v4.1	4592.00	4422.92	798.00	17.68	13.72
Potri.010G166200.v4.1	Potri.010G166200.1.v4.1	1309.00	1139.92	64.00	5.50	4.27
Potri.010G166500.v4.1	Potri.010G166500.2.v4.1	1111.00	941.92	536.00	55.75	43.28
Potri.010G166800.v4.1	Potri.010G166800.1.v4.1,Potri.010G166800.2.v4.1	731.81	562.74	1570.00	273.35	212.20
Potri.010G167000.v4.1	Potri.010G167000.5.v4.1	880.00	710.92	174.00	23.98	18.62
Potri.010G167100.v4.1	Potri.010G167100.15.v4.1,Potri.010G167100.16.v4.1,Potri.010G167100.17.v4.1,Potri.010G167100.18.v4.1,Potri.010G167100.19.v4.1,Potri.010G167100.20.v4.1,Potri.010G167100.21.v4.1,Potri.010G167100.22.v4.1,Potri.010G167100.23.v4.1	2493.54	2324.47	891.00	37.56	29.16
Potri.010G167150.v4.1	Potri.010G167150.1.v4.1	672.00	502.93	0.00	0.00	0.00
Potri.010G167200.v4.1	Potri.010G167200.5.v4.1,Potri.010G167200.6.v4.1	1640.67	1471.60	39.00	2.60	2.02
Potri.010G167300.v4.1	Potri.010G167300.1.v4.1,Potri.010G167300.10.v4.1,Potri.010G167300.11.v4.1,Potri.010G167300.12.v4.1,Potri.010G167300.13.v4.1,Potri.010G167300.14.v4.1,Potri.010G167300.15.v4.1,Potri.010G167300.16.v4.1,Potri.010G167300.17.v4.1,Potri.010G167300.18.v4.1,Potri.010G167300.19.v4.1,Potri.010G167300.20.v4.1,Potri.010G167300.21.v4.1,Potri.010G167300.22.v4.1,Potri.010G167300.23.v4.1,Potri.010G167300.24.v4.1,Potri.010G167300.25.v4.1,Potri.010G167300.7.v4.1,Potri.010G167300.8.v4.1,Potri.010G167300.9.v4.1	2029.46	1860.38	14.00	0.74	0.57
Potri.010G167400.v4.1	Potri.010G167400.2.v4.1,Potri.010G167400.3.v4.1	2120.86	1951.78	330.00	16.57	12.86
Potri.010G167500.v4.1	Potri.010G167500.2.v4.1	2293.00	2123.92	0.00	0.00	0.00
Potri.010G167600.v4.1	Potri.010G167600.1.v4.1	2090.00	1920.92	193.00	9.84	7.64
Potri.010G167700.v4.1	Potri.010G167700.2.v4.1	610.00	440.93	0.00	0.00	0.00
Potri.010G167901.v4.1	Potri.010G167901.1.v4.1	984.00	814.92	133.00	15.99	12.41
Potri.010G168100.v4.1	Potri.010G168100.1.v4.1	1771.00	1601.92	18.00	1.10	0.85
Potri.010G168200.v4.1	Potri.010G168200.2.v4.1	2798.00	2628.92	26.00	0.97	0.75
Potri.010G168300.v4.1	Potri.010G168300.1.v4.1	823.00	653.93	444.00	66.52	51.64
Potri.010G168400.v4.1	Potri.010G168400.1.v4.1	1628.00	1458.92	0.00	0.00	0.00
Potri.010G168500.v4.1	Potri.010G168500.10.v4.1,Potri.010G168500.11.v4.1,Potri.010G168500.4.v4.1,Potri.010G168500.5.v4.1,Potri.010G168500.6.v4.1,Potri.010G168500.7.v4.1,Potri.010G168500.8.v4.1,Potri.010G168500.9.v4.1	2792.68	2623.60	428.00	15.98	12.41
Potri.010G168600.v4.1	Potri.010G168600.1.v4.1	730.00	560.93	0.00	0.00	0.00
Potri.010G168700.v4.1	Potri.010G168700.1.v4.1	1194.00	1024.92	3.00	0.29	0.22
Potri.010G168800.v4.1	Potri.010G168800.1.v4.1	2356.00	2186.92	102.00	4.57	3.55
Potri.010G168900.v4.1	Potri.010G168900.10.v4.1,Potri.010G168900.2.v4.1,Potri.010G168900.3.v4.1,Potri.010G168900.4.v4.1,Potri.010G168900.5.v4.1,Potri.010G168900.6.v4.1,Potri.010G168900.7.v4.1,Potri.010G168900.8.v4.1,Potri.010G168900.9.v4.1	1870.52	1701.44	45.00	2.59	2.01
Potri.010G169000.v4.1	Potri.010G169000.1.v4.1,Potri.010G169000.3.v4.1	1533.72	1364.65	6.00	0.43	0.33
Potri.010G169100.v4.1	Potri.010G169100.1.v4.1,Potri.010G169100.2.v4.1	2286.77	2117.70	400.00	18.51	14.37
Potri.010G169200.v4.1	Potri.010G169200.1.v4.1,Potri.010G169200.4.v4.1	1570.75	1401.67	606.00	42.36	32.88
Potri.010G169300.v4.1	Potri.010G169300.1.v4.1	282.00	115.10	18.00	15.32	11.90
Potri.010G169350.v4.1	Potri.010G169350.1.v4.1	980.00	810.92	3.00	0.36	0.28
Potri.010G169400.v4.1	Potri.010G169400.1.v4.1	1413.00	1243.92	618.00	48.68	37.79
Potri.010G169500.v4.1	Potri.010G169500.1.v4.1,Potri.010G169500.4.v4.1	2728.47	2559.40	117.29	4.49	3.49
Potri.010G169600.v4.1	Potri.010G169600.2.v4.1	1267.00	1097.92	286.71	25.59	19.86
Potri.010G169700.v4.1	Potri.010G169700.2.v4.1	1235.00	1065.92	925.00	85.02	66.00
Potri.010G169800.v4.1	Potri.010G169800.1.v4.1	3814.00	3644.92	223.00	5.99	4.65
Potri.010G169900.v4.1	Potri.010G169900.1.v4.1	1541.00	1371.92	550.00	39.28	30.49
Potri.010G170000.v4.1	Potri.010G170000.2.v4.1,Potri.010G170000.3.v4.1	2547.71	2378.64	394.00	16.23	12.60
Potri.010G170050.v4.1	Potri.010G170050.1.v4.1	519.00	349.95	0.00	0.00	0.00
Potri.010G170100.v4.1	Potri.010G170100.2.v4.1	1321.00	1151.92	218.00	18.54	14.39
Potri.010G170200.v4.1	Potri.010G170200.2.v4.1	2094.00	1924.92	0.00	0.00	0.00
Potri.010G170300.v4.1	Potri.010G170300.1.v4.1	2649.00	2479.92	459.00	18.13	14.08
